uttrance,intent,entities
Start the oven,smart_kitchen,"{""device"": ""oven"", ""action"": ""start""}"
Turn on the coffee maker,smart_kitchen,"{""device"": ""coffee maker"", ""action"": ""on""}"
Turn on the coffee maker,smart_kitchen,"{""device"": ""coffee maker"", ""action"": ""on""}"
Preheat the oven to 180,smart_kitchen,"{""device"": ""oven"", ""temperature"": ""180""}"
Turn on the coffee maker,smart_kitchen,"{""device"": ""coffee maker"", ""action"": ""on""}"
Preheat the oven to 180,smart_kitchen,"{""device"": ""oven"", ""temperature"": ""180""}"
Boil water,smart_kitchen,"{""device"": ""kettle"", ""action"": ""boil""}"
Turn on the coffee maker,smart_kitchen,"{""device"": ""coffee maker"", ""action"": ""on""}"
Preheat the oven to 180,smart_kitchen,"{""device"": ""oven"", ""temperature"": ""180""}"
Turn on the coffee maker,smart_kitchen,"{""device"": ""coffee maker"", ""action"": ""on""}"
Preheat the oven to 180,smart_kitchen,"{""device"": ""oven"", ""temperature"": ""180""}"
Boil water,smart_kitchen,"{""device"": ""kettle"", ""action"": ""boil""}"
Preheat the oven to 180,smart_kitchen,"{""device"": ""oven"", ""temperature"": ""180""}"
Start the oven,smart_kitchen,"{""device"": ""oven"", ""action"": ""start""}"
Turn on the coffee maker,smart_kitchen,"{""device"": ""coffee maker"", ""action"": ""on""}"
Preheat the oven to 180,smart_kitchen,"{""device"": ""oven"", ""temperature"": ""180""}"
Start the oven,smart_kitchen,"{""device"": ""oven"", ""action"": ""start""}"
Boil water,smart_kitchen,"{""device"": ""kettle"", ""action"": ""boil""}"
Boil water,smart_kitchen,"{""device"": ""kettle"", ""action"": ""boil""}"
Boil water,smart_kitchen,"{""device"": ""kettle"", ""action"": ""boil""}"
Turn on the coffee maker,smart_kitchen,"{""device"": ""coffee maker"", ""action"": ""on""}"
Turn on the coffee maker,smart_kitchen,"{""device"": ""coffee maker"", ""action"": ""on""}"
Start the oven,smart_kitchen,"{""device"": ""oven"", ""action"": ""start""}"
Turn on the coffee maker,smart_kitchen,"{""device"": ""coffee maker"", ""action"": ""on""}"
Start the oven,smart_kitchen,"{""device"": ""oven"", ""action"": ""start""}"
Start the oven,smart_kitchen,"{""device"": ""oven"", ""action"": ""start""}"
Start the oven,smart_kitchen,"{""device"": ""oven"", ""action"": ""start""}"
Preheat the oven to 180,smart_kitchen,"{""device"": ""oven"", ""temperature"": ""180""}"
Boil water,smart_kitchen,"{""device"": ""kettle"", ""action"": ""boil""}"
Turn on the coffee maker,smart_kitchen,"{""device"": ""coffee maker"", ""action"": ""on""}"
Turn on the coffee maker,smart_kitchen,"{""device"": ""coffee maker"", ""action"": ""on""}"
Start the oven,smart_kitchen,"{""device"": ""oven"", ""action"": ""start""}"
Preheat the oven to 180,smart_kitchen,"{""device"": ""oven"", ""temperature"": ""180""}"
Start the oven,smart_kitchen,"{""device"": ""oven"", ""action"": ""start""}"
Boil water,smart_kitchen,"{""device"": ""kettle"", ""action"": ""boil""}"
Turn on the coffee maker,smart_kitchen,"{""device"": ""coffee maker"", ""action"": ""on""}"
Turn on the coffee maker,smart_kitchen,"{""device"": ""coffee maker"", ""action"": ""on""}"
Turn on the coffee maker,smart_kitchen,"{""device"": ""coffee maker"", ""action"": ""on""}"
Start the oven,smart_kitchen,"{""device"": ""oven"", ""action"": ""start""}"
Preheat the oven to 180,smart_kitchen,"{""device"": ""oven"", ""temperature"": ""180""}"
Start the oven,smart_kitchen,"{""device"": ""oven"", ""action"": ""start""}"
Turn on the coffee maker,smart_kitchen,"{""device"": ""coffee maker"", ""action"": ""on""}"
Start the oven,smart_kitchen,"{""device"": ""oven"", ""action"": ""start""}"
Preheat the oven to 180,smart_kitchen,"{""device"": ""oven"", ""temperature"": ""180""}"
Preheat the oven to 180,smart_kitchen,"{""device"": ""oven"", ""temperature"": ""180""}"
Preheat the oven to 180,smart_kitchen,"{""device"": ""oven"", ""temperature"": ""180""}"
Turn on the coffee maker,smart_kitchen,"{""device"": ""coffee maker"", ""action"": ""on""}"
Boil water,smart_kitchen,"{""device"": ""kettle"", ""action"": ""boil""}"
Start the oven,smart_kitchen,"{""device"": ""oven"", ""action"": ""start""}"
Boil water,smart_kitchen,"{""device"": ""kettle"", ""action"": ""boil""}"
Boil water,smart_kitchen,"{""device"": ""kettle"", ""action"": ""boil""}"
Turn on the coffee maker,smart_kitchen,"{""device"": ""coffee maker"", ""action"": ""on""}"
Start the oven,smart_kitchen,"{""device"": ""oven"", ""action"": ""start""}"
Start the oven,smart_kitchen,"{""device"": ""oven"", ""action"": ""start""}"
Turn on the coffee maker,smart_kitchen,"{""device"": ""coffee maker"", ""action"": ""on""}"
Boil water,smart_kitchen,"{""device"": ""kettle"", ""action"": ""boil""}"
Start the oven,smart_kitchen,"{""device"": ""oven"", ""action"": ""start""}"
Start the oven,smart_kitchen,"{""device"": ""oven"", ""action"": ""start""}"
Start the oven,smart_kitchen,"{""device"": ""oven"", ""action"": ""start""}"
Boil water,smart_kitchen,"{""device"": ""kettle"", ""action"": ""boil""}"
Preheat the oven to 180,smart_kitchen,"{""device"": ""oven"", ""temperature"": ""180""}"
Boil water,smart_kitchen,"{""device"": ""kettle"", ""action"": ""boil""}"
Start the oven,smart_kitchen,"{""device"": ""oven"", ""action"": ""start""}"
Start the oven,smart_kitchen,"{""device"": ""oven"", ""action"": ""start""}"
Start the oven,smart_kitchen,"{""device"": ""oven"", ""action"": ""start""}"
Preheat the oven to 180,smart_kitchen,"{""device"": ""oven"", ""temperature"": ""180""}"
Start the oven,smart_kitchen,"{""device"": ""oven"", ""action"": ""start""}"
Start the oven,smart_kitchen,"{""device"": ""oven"", ""action"": ""start""}"
Preheat the oven to 180,smart_kitchen,"{""device"": ""oven"", ""temperature"": ""180""}"
Preheat the oven to 180,smart_kitchen,"{""device"": ""oven"", ""temperature"": ""180""}"
Turn on the coffee maker,smart_kitchen,"{""device"": ""coffee maker"", ""action"": ""on""}"
Boil water,smart_kitchen,"{""device"": ""kettle"", ""action"": ""boil""}"
Preheat the oven to 180,smart_kitchen,"{""device"": ""oven"", ""temperature"": ""180""}"
Boil water,smart_kitchen,"{""device"": ""kettle"", ""action"": ""boil""}"
Turn on the coffee maker,smart_kitchen,"{""device"": ""coffee maker"", ""action"": ""on""}"
Preheat the oven to 180,smart_kitchen,"{""device"": ""oven"", ""temperature"": ""180""}"
Start the oven,smart_kitchen,"{""device"": ""oven"", ""action"": ""start""}"
Boil water,smart_kitchen,"{""device"": ""kettle"", ""action"": ""boil""}"
Turn on the coffee maker,smart_kitchen,"{""device"": ""coffee maker"", ""action"": ""on""}"
Boil water,smart_kitchen,"{""device"": ""kettle"", ""action"": ""boil""}"
Turn on the coffee maker,smart_kitchen,"{""device"": ""coffee maker"", ""action"": ""on""}"
Turn on the coffee maker,smart_kitchen,"{""device"": ""coffee maker"", ""action"": ""on""}"
Boil water,smart_kitchen,"{""device"": ""kettle"", ""action"": ""boil""}"
Turn on the coffee maker,smart_kitchen,"{""device"": ""coffee maker"", ""action"": ""on""}"
Start the oven,smart_kitchen,"{""device"": ""oven"", ""action"": ""start""}"
Preheat the oven to 180,smart_kitchen,"{""device"": ""oven"", ""temperature"": ""180""}"
Start the oven,smart_kitchen,"{""device"": ""oven"", ""action"": ""start""}"
Boil water,smart_kitchen,"{""device"": ""kettle"", ""action"": ""boil""}"
Preheat the oven to 180,smart_kitchen,"{""device"": ""oven"", ""temperature"": ""180""}"
Turn on the coffee maker,smart_kitchen,"{""device"": ""coffee maker"", ""action"": ""on""}"
Boil water,smart_kitchen,"{""device"": ""kettle"", ""action"": ""boil""}"
Boil water,smart_kitchen,"{""device"": ""kettle"", ""action"": ""boil""}"
Preheat the oven to 180,smart_kitchen,"{""device"": ""oven"", ""temperature"": ""180""}"
Start the oven,smart_kitchen,"{""device"": ""oven"", ""action"": ""start""}"
Preheat the oven to 180,smart_kitchen,"{""device"": ""oven"", ""temperature"": ""180""}"
Start the oven,smart_kitchen,"{""device"": ""oven"", ""action"": ""start""}"
Boil water,smart_kitchen,"{""device"": ""kettle"", ""action"": ""boil""}"
Boil water,smart_kitchen,"{""device"": ""kettle"", ""action"": ""boil""}"
Start the oven,smart_kitchen,"{""device"": ""oven"", ""action"": ""start""}"
Start the oven,smart_kitchen,"{""device"": ""oven"", ""action"": ""start""}"
Turn on the coffee maker,smart_kitchen,"{""device"": ""coffee maker"", ""action"": ""on""}"
Boil water,smart_kitchen,"{""device"": ""kettle"", ""action"": ""boil""}"
Turn on the coffee maker,smart_kitchen,"{""device"": ""coffee maker"", ""action"": ""on""}"
Boil water,smart_kitchen,"{""device"": ""kettle"", ""action"": ""boil""}"
Turn on the coffee maker,smart_kitchen,"{""device"": ""coffee maker"", ""action"": ""on""}"
Boil water,smart_kitchen,"{""device"": ""kettle"", ""action"": ""boil""}"
Start the oven,smart_kitchen,"{""device"": ""oven"", ""action"": ""start""}"
Turn on the coffee maker,smart_kitchen,"{""device"": ""coffee maker"", ""action"": ""on""}"
Preheat the oven to 180,smart_kitchen,"{""device"": ""oven"", ""temperature"": ""180""}"
Preheat the oven to 180,smart_kitchen,"{""device"": ""oven"", ""temperature"": ""180""}"
Turn on the coffee maker,smart_kitchen,"{""device"": ""coffee maker"", ""action"": ""on""}"
Preheat the oven to 180,smart_kitchen,"{""device"": ""oven"", ""temperature"": ""180""}"
Preheat the oven to 180,smart_kitchen,"{""device"": ""oven"", ""temperature"": ""180""}"
Boil water,smart_kitchen,"{""device"": ""kettle"", ""action"": ""boil""}"
Boil water,smart_kitchen,"{""device"": ""kettle"", ""action"": ""boil""}"
Turn on the coffee maker,smart_kitchen,"{""device"": ""coffee maker"", ""action"": ""on""}"
Boil water,smart_kitchen,"{""device"": ""kettle"", ""action"": ""boil""}"
Boil water,smart_kitchen,"{""device"": ""kettle"", ""action"": ""boil""}"
Boil water,smart_kitchen,"{""device"": ""kettle"", ""action"": ""boil""}"
Boil water,smart_kitchen,"{""device"": ""kettle"", ""action"": ""boil""}"
Boil water,smart_kitchen,"{""device"": ""kettle"", ""action"": ""boil""}"
Preheat the oven to 180,smart_kitchen,"{""device"": ""oven"", ""temperature"": ""180""}"
Preheat the oven to 180,smart_kitchen,"{""device"": ""oven"", ""temperature"": ""180""}"
Start the oven,smart_kitchen,"{""device"": ""oven"", ""action"": ""start""}"
Start the oven,smart_kitchen,"{""device"": ""oven"", ""action"": ""start""}"
Start the oven,smart_kitchen,"{""device"": ""oven"", ""action"": ""start""}"
Make me laugh,tell_joke,{}
Make me laugh,tell_joke,{}
Make me laugh,tell_joke,{}
Say something funny,tell_joke,{}
Say something funny,tell_joke,{}
Tell me a joke,tell_joke,{}
Tell me a joke,tell_joke,{}
Say something funny,tell_joke,{}
Tell me a joke,tell_joke,{}
Make me laugh,tell_joke,{}
Tell me a joke,tell_joke,{}
Say something funny,tell_joke,{}
Make me laugh,tell_joke,{}
Make me laugh,tell_joke,{}
Tell me a joke,tell_joke,{}
Make me laugh,tell_joke,{}
Tell me a joke,tell_joke,{}
Say something funny,tell_joke,{}
Say something funny,tell_joke,{}
Tell me a joke,tell_joke,{}
Tell me a joke,tell_joke,{}
Tell me a joke,tell_joke,{}
Say something funny,tell_joke,{}
Say something funny,tell_joke,{}
Say something funny,tell_joke,{}
Say something funny,tell_joke,{}
Tell me a joke,tell_joke,{}
Say something funny,tell_joke,{}
Make me laugh,tell_joke,{}
Say something funny,tell_joke,{}
Say something funny,tell_joke,{}
Tell me a joke,tell_joke,{}
Make me laugh,tell_joke,{}
Make me laugh,tell_joke,{}
Tell me a joke,tell_joke,{}
Make me laugh,tell_joke,{}
Tell me a joke,tell_joke,{}
Tell me a joke,tell_joke,{}
Say something funny,tell_joke,{}
Say something funny,tell_joke,{}
Tell me a joke,tell_joke,{}
Make me laugh,tell_joke,{}
Say something funny,tell_joke,{}
Say something funny,tell_joke,{}
Tell me a joke,tell_joke,{}
Say something funny,tell_joke,{}
Say something funny,tell_joke,{}
Make me laugh,tell_joke,{}
Make me laugh,tell_joke,{}
Say something funny,tell_joke,{}
Make me laugh,tell_joke,{}
Tell me a joke,tell_joke,{}
Tell me a joke,tell_joke,{}
Make me laugh,tell_joke,{}
Say something funny,tell_joke,{}
Say something funny,tell_joke,{}
Make me laugh,tell_joke,{}
Tell me a joke,tell_joke,{}
Say something funny,tell_joke,{}
Say something funny,tell_joke,{}
Tell me a joke,tell_joke,{}
Say something funny,tell_joke,{}
Say something funny,tell_joke,{}
Tell me a joke,tell_joke,{}
Say something funny,tell_joke,{}
Tell me a joke,tell_joke,{}
Make me laugh,tell_joke,{}
Make me laugh,tell_joke,{}
Tell me a joke,tell_joke,{}
Tell me a joke,tell_joke,{}
Make me laugh,tell_joke,{}
Say something funny,tell_joke,{}
Say something funny,tell_joke,{}
Make me laugh,tell_joke,{}
Say something funny,tell_joke,{}
Tell me a joke,tell_joke,{}
Make me laugh,tell_joke,{}
Make me laugh,tell_joke,{}
Tell me a joke,tell_joke,{}
Make me laugh,tell_joke,{}
Say something funny,tell_joke,{}
Say something funny,tell_joke,{}
Tell me a joke,tell_joke,{}
Say something funny,tell_joke,{}
Tell me a joke,tell_joke,{}
Say something funny,tell_joke,{}
Say something funny,tell_joke,{}
Tell me a joke,tell_joke,{}
Make me laugh,tell_joke,{}
Say something funny,tell_joke,{}
Say something funny,tell_joke,{}
Tell me a joke,tell_joke,{}
Make me laugh,tell_joke,{}
Say something funny,tell_joke,{}
Say something funny,tell_joke,{}
Tell me a joke,tell_joke,{}
Say something funny,tell_joke,{}
Make me laugh,tell_joke,{}
Make me laugh,tell_joke,{}
Tell me a joke,tell_joke,{}
Say something funny,tell_joke,{}
Say something funny,tell_joke,{}
Say something funny,tell_joke,{}
Tell me a joke,tell_joke,{}
Make me laugh,tell_joke,{}
Say something funny,tell_joke,{}
Tell me a joke,tell_joke,{}
Make me laugh,tell_joke,{}
Say something funny,tell_joke,{}
Tell me a joke,tell_joke,{}
Make me laugh,tell_joke,{}
Tell me a joke,tell_joke,{}
Say something funny,tell_joke,{}
Say something funny,tell_joke,{}
Make me laugh,tell_joke,{}
Tell me a joke,tell_joke,{}
Say something funny,tell_joke,{}
Say something funny,tell_joke,{}
Make me laugh,tell_joke,{}
Make me laugh,tell_joke,{}
Tell me a joke,tell_joke,{}
Make me laugh,tell_joke,{}
Make me laugh,tell_joke,{}
Make me laugh,tell_joke,{}
Say something funny,tell_joke,{}
Tell me a joke,tell_joke,{}
Tell me a joke,tell_joke,{}
Tell me a joke,tell_joke,{}
Make me laugh,tell_joke,{}
Say something funny,tell_joke,{}
Tell me a joke,tell_joke,{}
Make me laugh,tell_joke,{}
Make me laugh,tell_joke,{}
Say something funny,tell_joke,{}
Say something funny,tell_joke,{}
Say something funny,tell_joke,{}
Say something funny,tell_joke,{}
Tell me a joke,tell_joke,{}
Make me laugh,tell_joke,{}
Tell me a joke,tell_joke,{}
Make me laugh,tell_joke,{}
Say something funny,tell_joke,{}
Say something funny,tell_joke,{}
Tell me a joke,tell_joke,{}
Make me laugh,tell_joke,{}
Tell me a joke,tell_joke,{}
Say something funny,tell_joke,{}
Make me laugh,tell_joke,{}
Make me laugh,tell_joke,{}
Make me laugh,tell_joke,{}
Make me laugh,tell_joke,{}
Tell me a joke,tell_joke,{}
Say something funny,tell_joke,{}
Tell me a joke,tell_joke,{}
Say something funny,tell_joke,{}
Say something funny,tell_joke,{}
Say something funny,tell_joke,{}
Say something funny,tell_joke,{}
Make me laugh,tell_joke,{}
Tell me a joke,tell_joke,{}
Say something funny,tell_joke,{}
Make me laugh,tell_joke,{}
Say something funny,tell_joke,{}
Say something funny,tell_joke,{}
Make me laugh,tell_joke,{}
Tell me a joke,tell_joke,{}
Make me laugh,tell_joke,{}
Tell me a joke,tell_joke,{}
Make me laugh,tell_joke,{}
Tell me a joke,tell_joke,{}
Tell me a joke,tell_joke,{}
Make me laugh,tell_joke,{}
Tell me a joke,tell_joke,{}
Tell me a joke,tell_joke,{}
Make me laugh,tell_joke,{}
Make me laugh,tell_joke,{}
Tell me a joke,tell_joke,{}
Say something funny,tell_joke,{}
Tell me a joke,tell_joke,{}
Say something funny,tell_joke,{}
Say something funny,tell_joke,{}
Tell me a joke,tell_joke,{}
Say something funny,tell_joke,{}
Tell me a joke,tell_joke,{}
Make me laugh,tell_joke,{}
Say something funny,tell_joke,{}
Make me laugh,tell_joke,{}
Tell me a joke,tell_joke,{}
Tell me a joke,tell_joke,{}
Say something funny,tell_joke,{}
Make me laugh,tell_joke,{}
Make me laugh,tell_joke,{}
Make me laugh,tell_joke,{}
Make me laugh,tell_joke,{}
Make me laugh,tell_joke,{}
Make me laugh,tell_joke,{}
Make me laugh,tell_joke,{}
Tell me a joke,tell_joke,{}
Tell me a joke,tell_joke,{}
Tell me a joke,tell_joke,{}
Say something funny,tell_joke,{}
Make me laugh,tell_joke,{}
Say something funny,tell_joke,{}
Make me laugh,tell_joke,{}
Make me laugh,tell_joke,{}
Say something funny,tell_joke,{}
Make me laugh,tell_joke,{}
Say something funny,tell_joke,{}
Tell me a joke,tell_joke,{}
Make me laugh,tell_joke,{}
Tell me a joke,tell_joke,{}
Make me laugh,tell_joke,{}
Make me laugh,tell_joke,{}
Tell me a joke,tell_joke,{}
Say something funny,tell_joke,{}
Tell me a joke,tell_joke,{}
Make me laugh,tell_joke,{}
Tell me a joke,tell_joke,{}
Make me laugh,tell_joke,{}
Tell me a joke,tell_joke,{}
Can you tell me the current time?,time_now,{}
Can you tell me the current time?,time_now,{}
What time is it now?,time_now,{}
Can you tell me the current time?,time_now,{}
What's the time?,time_now,{}
What time is it now?,time_now,{}
What's the time?,time_now,{}
What's the time?,time_now,{}
What time is it now?,time_now,{}
What time is it now?,time_now,{}
Can you tell me the current time?,time_now,{}
What time is it now?,time_now,{}
Can you tell me the current time?,time_now,{}
What's the time?,time_now,{}
What's the time?,time_now,{}
What time is it now?,time_now,{}
Can you tell me the current time?,time_now,{}
Can you tell me the current time?,time_now,{}
What's the time?,time_now,{}
What's the time?,time_now,{}
Can you tell me the current time?,time_now,{}
What time is it now?,time_now,{}
What's the time?,time_now,{}
What time is it now?,time_now,{}
What's the time?,time_now,{}
Can you tell me the current time?,time_now,{}
What time is it now?,time_now,{}
What time is it now?,time_now,{}
Can you tell me the current time?,time_now,{}
What time is it now?,time_now,{}
What time is it now?,time_now,{}
What time is it now?,time_now,{}
Can you tell me the current time?,time_now,{}
What's the time?,time_now,{}
What's the time?,time_now,{}
What's the time?,time_now,{}
Can you tell me the current time?,time_now,{}
What time is it now?,time_now,{}
What's the time?,time_now,{}
Can you tell me the current time?,time_now,{}
Can you tell me the current time?,time_now,{}
What time is it now?,time_now,{}
What time is it now?,time_now,{}
Can you tell me the current time?,time_now,{}
Can you tell me the current time?,time_now,{}
What time is it now?,time_now,{}
What's the time?,time_now,{}
Can you tell me the current time?,time_now,{}
Can you tell me the current time?,time_now,{}
Can you tell me the current time?,time_now,{}
What time is it now?,time_now,{}
Can you tell me the current time?,time_now,{}
What time is it now?,time_now,{}
Can you tell me the current time?,time_now,{}
What time is it now?,time_now,{}
What time is it now?,time_now,{}
Can you tell me the current time?,time_now,{}
Can you tell me the current time?,time_now,{}
What time is it now?,time_now,{}
Can you tell me the current time?,time_now,{}
Can you tell me the current time?,time_now,{}
What's the time?,time_now,{}
Can you tell me the current time?,time_now,{}
Can you tell me the current time?,time_now,{}
What time is it now?,time_now,{}
Can you tell me the current time?,time_now,{}
Can you tell me the current time?,time_now,{}
Can you tell me the current time?,time_now,{}
What's the time?,time_now,{}
What time is it now?,time_now,{}
What's the time?,time_now,{}
Can you tell me the current time?,time_now,{}
What's the time?,time_now,{}
Can you tell me the current time?,time_now,{}
Can you tell me the current time?,time_now,{}
Can you tell me the current time?,time_now,{}
What's the time?,time_now,{}
Can you tell me the current time?,time_now,{}
What's the time?,time_now,{}
What's the time?,time_now,{}
Can you tell me the current time?,time_now,{}
What time is it now?,time_now,{}
What time is it now?,time_now,{}
What's the time?,time_now,{}
What time is it now?,time_now,{}
Can you tell me the current time?,time_now,{}
Can you tell me the current time?,time_now,{}
What's the time?,time_now,{}
What's the time?,time_now,{}
What time is it now?,time_now,{}
What time is it now?,time_now,{}
What time is it now?,time_now,{}
What time is it now?,time_now,{}
What time is it now?,time_now,{}
What's the time?,time_now,{}
What time is it now?,time_now,{}
Can you tell me the current time?,time_now,{}
Can you tell me the current time?,time_now,{}
Can you tell me the current time?,time_now,{}
Can you tell me the current time?,time_now,{}
Can you tell me the current time?,time_now,{}
What's the time?,time_now,{}
What time is it now?,time_now,{}
Can you tell me the current time?,time_now,{}
What time is it now?,time_now,{}
What time is it now?,time_now,{}
Can you tell me the current time?,time_now,{}
What's the time?,time_now,{}
Can you tell me the current time?,time_now,{}
What time is it now?,time_now,{}
What's the time?,time_now,{}
What time is it now?,time_now,{}
Can you tell me the current time?,time_now,{}
What time is it now?,time_now,{}
Can you tell me the current time?,time_now,{}
What's the time?,time_now,{}
Can you tell me the current time?,time_now,{}
What's the time?,time_now,{}
What's the time?,time_now,{}
What time is it now?,time_now,{}
Can you tell me the current time?,time_now,{}
What time is it now?,time_now,{}
What's the time?,time_now,{}
What's the time?,time_now,{}
Can you tell me the current time?,time_now,{}
Can you tell me the current time?,time_now,{}
Can you tell me the current time?,time_now,{}
Can you tell me the current time?,time_now,{}
What time is it now?,time_now,{}
What time is it now?,time_now,{}
What time is it now?,time_now,{}
What time is it now?,time_now,{}
What time is it now?,time_now,{}
Can you tell me the current time?,time_now,{}
What's the time?,time_now,{}
What time is it now?,time_now,{}
What's the time?,time_now,{}
What time is it now?,time_now,{}
What time is it now?,time_now,{}
Can you tell me the current time?,time_now,{}
Can you tell me the current time?,time_now,{}
Can you tell me the current time?,time_now,{}
What time is it now?,time_now,{}
Can you tell me the current time?,time_now,{}
What's the time?,time_now,{}
Can you tell me the current time?,time_now,{}
Can you tell me the current time?,time_now,{}
What time is it now?,time_now,{}
What's the time?,time_now,{}
Can you tell me the current time?,time_now,{}
What time is it now?,time_now,{}
Can you tell me the current time?,time_now,{}
Can you tell me the current time?,time_now,{}
What time is it now?,time_now,{}
What time is it now?,time_now,{}
What time is it now?,time_now,{}
Can you tell me the current time?,time_now,{}
What's the time?,time_now,{}
What time is it now?,time_now,{}
What time is it now?,time_now,{}
What time is it now?,time_now,{}
Can you tell me the current time?,time_now,{}
What's the time?,time_now,{}
Can you tell me the current time?,time_now,{}
What's the time?,time_now,{}
What time is it now?,time_now,{}
Can you tell me the current time?,time_now,{}
What time is it now?,time_now,{}
What's the time?,time_now,{}
What's the time?,time_now,{}
Can you tell me the current time?,time_now,{}
Can you tell me the current time?,time_now,{}
What time is it now?,time_now,{}
Can you tell me the current time?,time_now,{}
What time is it now?,time_now,{}
What's the time?,time_now,{}
What time is it now?,time_now,{}
What time is it now?,time_now,{}
What time is it now?,time_now,{}
What's the time?,time_now,{}
What time is it now?,time_now,{}
What time is it now?,time_now,{}
Can you tell me the current time?,time_now,{}
Can you tell me the current time?,time_now,{}
What's the time?,time_now,{}
Can you tell me the current time?,time_now,{}
What time is it now?,time_now,{}
What's the time?,time_now,{}
What's the time?,time_now,{}
Can you tell me the current time?,time_now,{}
What time is it now?,time_now,{}
Can you tell me the current time?,time_now,{}
What's the time?,time_now,{}
Can you tell me the current time?,time_now,{}
What time is it now?,time_now,{}
What's the time?,time_now,{}
What time is it now?,time_now,{}
Can you tell me the current time?,time_now,{}
What's the time?,time_now,{}
Can you tell me the current time?,time_now,{}
Can you tell me the current time?,time_now,{}
What time is it now?,time_now,{}
Can you tell me the current time?,time_now,{}
Can you tell me the current time?,time_now,{}
Can you tell me the current time?,time_now,{}
What's the time?,time_now,{}
Can you tell me the current time?,time_now,{}
What's the time?,time_now,{}
Can you tell me the current time?,time_now,{}
What's the time?,time_now,{}
What's the time?,time_now,{}
What's the time?,time_now,{}
What's the time?,time_now,{}
What time is it now?,time_now,{}
What's the time?,time_now,{}
What's the time?,time_now,{}
What's the time?,time_now,{}
What's the time?,time_now,{}
What time is it now?,time_now,{}
Can you tell me the current time?,time_now,{}
Turn off the lights,turn_off_lights,{}
Lights out in the garage,turn_off_lights,"{""location"": ""garage""}"
Turn off the lights,turn_off_lights,{}
Lights out in the garage,turn_off_lights,"{""location"": ""garage""}"
Turn off the lights,turn_off_lights,{}
Lights out in the garage,turn_off_lights,"{""location"": ""garage""}"
Switch off the bathroom light,turn_off_lights,"{""location"": ""bathroom""}"
Lights out in the garage,turn_off_lights,"{""location"": ""garage""}"
Shut the lights,turn_off_lights,{}
Switch off the bathroom light,turn_off_lights,"{""location"": ""bathroom""}"
Turn off the lights,turn_off_lights,{}
Shut the lights,turn_off_lights,{}
Lights out in the garage,turn_off_lights,"{""location"": ""garage""}"
Shut the lights,turn_off_lights,{}
Switch off the bathroom light,turn_off_lights,"{""location"": ""bathroom""}"
Turn off the lights,turn_off_lights,{}
Lights out in the garage,turn_off_lights,"{""location"": ""garage""}"
Switch off the bathroom light,turn_off_lights,"{""location"": ""bathroom""}"
Turn off the lights,turn_off_lights,{}
Switch off the bathroom light,turn_off_lights,"{""location"": ""bathroom""}"
Turn off the lights,turn_off_lights,{}
Turn off the lights,turn_off_lights,{}
Switch off the bathroom light,turn_off_lights,"{""location"": ""bathroom""}"
Switch off the bathroom light,turn_off_lights,"{""location"": ""bathroom""}"
Shut the lights,turn_off_lights,{}
Shut the lights,turn_off_lights,{}
Lights out in the garage,turn_off_lights,"{""location"": ""garage""}"
Shut the lights,turn_off_lights,{}
Turn off the lights,turn_off_lights,{}
Shut the lights,turn_off_lights,{}
Lights out in the garage,turn_off_lights,"{""location"": ""garage""}"
Turn off the lights,turn_off_lights,{}
Turn off the lights,turn_off_lights,{}
Turn off the lights,turn_off_lights,{}
Turn off the lights,turn_off_lights,{}
Shut the lights,turn_off_lights,{}
Shut the lights,turn_off_lights,{}
Shut the lights,turn_off_lights,{}
Turn off the lights,turn_off_lights,{}
Lights out in the garage,turn_off_lights,"{""location"": ""garage""}"
Turn off the lights,turn_off_lights,{}
Turn off the lights,turn_off_lights,{}
Shut the lights,turn_off_lights,{}
Switch off the bathroom light,turn_off_lights,"{""location"": ""bathroom""}"
Lights out in the garage,turn_off_lights,"{""location"": ""garage""}"
Shut the lights,turn_off_lights,{}
Shut the lights,turn_off_lights,{}
Lights out in the garage,turn_off_lights,"{""location"": ""garage""}"
Lights out in the garage,turn_off_lights,"{""location"": ""garage""}"
Shut the lights,turn_off_lights,{}
Lights out in the garage,turn_off_lights,"{""location"": ""garage""}"
Lights out in the garage,turn_off_lights,"{""location"": ""garage""}"
Shut the lights,turn_off_lights,{}
Switch off the bathroom light,turn_off_lights,"{""location"": ""bathroom""}"
Switch off the bathroom light,turn_off_lights,"{""location"": ""bathroom""}"
Switch off the bathroom light,turn_off_lights,"{""location"": ""bathroom""}"
Switch off the bathroom light,turn_off_lights,"{""location"": ""bathroom""}"
Switch off the bathroom light,turn_off_lights,"{""location"": ""bathroom""}"
Lights out in the garage,turn_off_lights,"{""location"": ""garage""}"
Lights out in the garage,turn_off_lights,"{""location"": ""garage""}"
Shut the lights,turn_off_lights,{}
Turn off the lights,turn_off_lights,{}
Switch off the bathroom light,turn_off_lights,"{""location"": ""bathroom""}"
Switch off the bathroom light,turn_off_lights,"{""location"": ""bathroom""}"
Turn off the lights,turn_off_lights,{}
Lights out in the garage,turn_off_lights,"{""location"": ""garage""}"
Switch off the bathroom light,turn_off_lights,"{""location"": ""bathroom""}"
Shut the lights,turn_off_lights,{}
Shut the lights,turn_off_lights,{}
Lights out in the garage,turn_off_lights,"{""location"": ""garage""}"
Lights out in the garage,turn_off_lights,"{""location"": ""garage""}"
Shut the lights,turn_off_lights,{}
